#used rows: 7 9 10 25 5 17 16 1 4 21 31 23 26 29 19 13 8 32 22 12 24 3 15 11 2 30
3	1	3	2	4	1	2	2	3	1	2	2	3	1	1	2	2	1	4	2	1	4	3	2	3	1	1	4	1	1	2	4	4	1	1	2	2	4	3	3	4	4	2	1	3	3	1	2	1	2	4	3	2	3	3	4	3	2	3	2	4	4	1	3	1	4	3	3	4	4	2	4	1	3	2	2	3	3	2	4	1	1	3	4	4	2	1	4	3	4	4	2	3	4	1	3	1	1	4	2	2	3	2	3	1	1	4	3	3	2	3	1	4	1	1	2	4	2	3	2	2	4	2	3	4	2	4	1	1	1	3	4	3	2	2	2	2	1	3	1	2	3	1	3	3	4	1	3	4	4	4	3	1	2	4	3	3	3	1	2	2	1	1	2	4	4	2	1	1	1	4	1	3	4	4	2	1	3	4	2	1	4	4	3	2	3	1	3	2	4	3	3	2	4	1	4	1	4	4	2	1	3	2	4	2	1	4	4	2	2	1	3	1	1	4	3	4	2	1	2	3	4	3	3	4	3	4	1	1	4	2	3	1	1	3	4	4	4	1	1	4	1	4	2	3	4	1	2	3	1	2	4	3	3	1	3	2	2	1	3	2	3	3	3	1	2	3	1	3	4	2	2	3	3	3	2	4	1	2	4	4	1	4	4	3	2	1	2	2	4	4	1	1	1	2	4	3	2	2	2
3	3	1	1	2	4	1	3	3	4	1	2	4	4	2	3	2	3	4	4	4	1	2	2	4	4	3	2	3	1	1	1	4	3	2	2	4	3	1	2	2	4	2	3	4	4	3	1	1	2	1	3	2	2	1	2	1	3	4	1	3	3	3	2	3	1	1	4	2	4	2	3	1	4	4	2	1	4	3	2	2	4	2	1	1	2	2	1	3	3	3	4	1	3	4	3	1	4	1	4	2	3	3	2	4	3	3	2	4	2	2	3	1	1	2	4	2	1	2	1	4	3	4	4	1	3	1	4	1	3	1	2	3	1	3	2	2	2	3	2	1	3	4	1	1	1	4	2	1	3	4	3	2	4	4	1	3	4	3	3	4	4	4	3	1	1	2	4	4	1	1	4	2	2	3	4	3	2	2	1	4	1	3	3	1	2	2	1	4	3	3	2	3	4	2	1	2	4	1	4	4	2	3	1	3	3	2	2	2	4	3	1	3	2	2	2	1	2	1	2	1	2	4	1	3	3	2	1	4	1	1	4	3	3	4	3	4	3	4	3	2	4	4	1	1	4	4	1	3	1	2	3	4	4	2	1	4	2	3	4	2	4	1	2	1	3	3	2	2	2	3	4	1	1	4	2	1	1	1	4	3	2	4	4	4	1	3	1	2	3	1	4	3	2	3	3	3	1	2	4
1	3	3	3	4	4	3	3	1	1	4	4	1	4	2	3	4	3	3	2	2	3	4	3	2	4	2	4	1	4	2	2	3	2	2	3	2	1	3	4	1	3	2	1	2	1	2	1	4	3	4	2	2	3	1	1	2	1	2	2	3	1	4	2	4	4	1	1	1	1	4	4	3	2	2	4	4	1	3	4	1	1	4	2	3	1	3	2	4	3	1	1	2	2	1	3	4	4	3	3	1	2	3	4	4	2	2	3	3	2	4	3	4	1	1	4	1	2	1	3	2	2	3	1	1	4	1	1	1	2	2	2	2	3	2	4	2	3	4	1	3	1	2	3	4	4	1	2	1	3	1	4	4	3	3	1	4	1	4	2	3	2	4	4	3	4	4	2	1	2	2	1	2	4	1	4	3	4	3	1	3	1	4	3	3	3	2	4	3	4	4	2	1	3	3	2	1	1	3	2	2	2	2	3	3	4	1	4	3	2	4	1	2	3	2	3	4	1	1	1	3	4	2	3	3	2	2	1	3	3	3	4	3	1	2	1	2	4	2	1	4	4	3	1	1	4	3	4	3	3	4	2	1	3	1	4	4	4	1	4	2	3	2	4	4	3	2	1	2	4	4	1	2	2	3	4	1	1	1	2	1	4	4	2	2	1	3	1	3	2	2	3	2	4	3	1	4	1	1	3
3	1	1	4	2	2	2	1	3	2	2	2	1	3	3	4	3	1	2	3	3	3	3	2	1	2	4	4	2	1	1	1	2	4	4	4	1	2	3	1	3	1	4	3	1	4	2	2	4	3	4	1	2	4	3	2	2	3	1	2	1	4	2	3	2	4	4	3	4	1	3	1	3	4	2	2	3	4	3	3	2	3	4	4	1	4	1	3	3	2	1	1	1	4	2	4	4	1	4	1	3	4	3	3	2	3	1	4	1	1	3	3	4	4	2	4	1	2	3	4	3	4	1	2	1	2	1	3	1	2	1	1	3	2	2	2	3	4	4	2	1	2	3	1	3	2	4	4	1	4	2	4	3	3	2	4	2	4	3	1	3	4	1	3	3	1	2	1	3	2	2	2	1	4	4	2	4	1	1	2	1	4	2	3	1	1	1	4	4	1	4	3	3	2	2	2	4	3	4	3	3	2	4	4	4	1	3	1	1	2	1	3	4	3	2	1	2	4	2	1	2	2	3	4	1	4	3	2	4	2	1	1	4	3	2	3	3	1	2	2	4	1	1	4	2	4	1	2	1	3	1	4	2	1	3	4	4	1	1	2	2	2	4	3	1	4	3	3	2	2	3	4	1	1	1	3	4	2	2	3	3	2	4	1	3	3	3	4	3	1	4	4	3	2	2	3	3	1	4	4
2	4	4	1	1	3	1	4	4	3	2	3	4	1	4	3	1	3	3	2	1	1	4	4	3	4	4	3	1	2	4	2	4	1	3	1	4	1	4	2	2	1	4	4	3	4	2	2	1	1	3	2	3	4	2	3	3	4	2	4	1	1	2	3	2	3	4	4	1	3	2	1	1	1	1	2	2	3	3	3	2	2	3	1	2	4	3	1	2	1	2	4	2	2	1	3	3	3	4	2	2	3	3	4	1	2	2	2	1	4	4	3	1	2	4	3	1	1	4	4	1	2	3	2	4	2	1	4	4	1	3	2	3	4	2	2	3	3	3	4	4	3	1	1	4	3	3	4	2	1	3	2	4	1	3	2	4	3	2	4	1	2	2	4	4	1	3	1	2	2	1	3	1	3	2	1	3	1	1	2	4	2	1	1	2	3	3	4	4	2	3	4	1	1	1	4	3	4	3	2	4	3	3	2	4	4	3	4	1	1	1	2	1	3	4	2	3	1	4	1	3	4	4	4	4	1	2	1	2	4	3	3	4	2	1	2	3	3	4	1	3	2	4	2	2	3	1	4	2	2	3	1	4	4	3	2	3	2	4	4	1	1	2	2	2	2	1	3	3	4	3	2	1	3	1	1	4	4	3	1	1	1	2	1	3	1	4	2	2	3	2	4	1	4	3	3	2	3	1	2
2	2	1	2	2	4	4	3	2	3	4	2	2	1	2	1	3	2	4	4	3	2	2	1	2	4	1	4	2	1	1	4	4	4	3	1	1	3	4	2	4	3	1	3	3	4	3	2	4	1	1	1	2	2	4	1	3	3	2	3	2	2	3	2	3	1	3	1	4	1	2	3	4	2	1	4	4	3	4	4	2	4	1	3	1	4	1	1	3	4	1	1	1	2	3	4	3	3	3	3	2	4	1	1	2	4	1	3	2	4	3	3	3	4	3	4	2	4	4	3	3	4	4	1	3	1	2	1	1	2	1	2	2	2	3	4	2	1	4	2	3	2	3	1	1	4	4	1	4	1	3	2	2	4	2	1	3	1	2	4	3	3	2	2	4	2	3	2	1	4	4	1	1	1	4	3	1	4	2	3	2	3	3	1	2	2	1	3	4	2	3	3	4	4	1	1	1	3	4	3	1	3	4	4	1	3	3	4	4	2	1	2	4	3	4	3	1	1	4	1	3	3	2	4	3	1	4	2	3	3	3	4	1	2	2	3	1	1	2	2	2	1	3	2	1	1	4	1	4	4	1	4	4	3	3	2	3	2	1	1	3	2	4	2	1	2	2	3	1	4	3	1	1	2	2	4	2	3	2	2	3	1	3	1	4	2	4	3	3	4	1	2	4	4	3	2	1	2	4	4
2	1	1	3	2	3	2	1	3	4	1	2	3	4	2	4	4	1	1	2	3	3	4	3	4	2	4	3	4	4	4	2	3	2	4	1	3	4	4	3	4	1	1	2	1	2	2	3	1	4	2	4	1	3	1	4	2	1	3	3	2	2	4	4	3	1	1	4	4	3	1	2	2	3	1	1	2	1	4	4	1	3	3	2	2	3	3	2	1	1	4	3	3	3	1	4	2	1	2	2	2	2	1	3	3	4	1	4	2	3	3	2	3	3	1	2	3	1	3	1	2	2	3	4	4	2	4	1	3	2	1	2	4	3	3	3	1	4	1	2	1	4	1	4	4	4	3	4	2	4	3	1	2	4	3	3	4	2	1	1	1	3	2	1	1	3	4	4	4	3	4	1	4	2	3	2	3	1	3	2	4	4	1	1	1	1	2	2	1	2	2	2	2	3	1	4	4	2	4	3	3	4	1	4	4	1	2	4	1	3	1	2	2	3	4	3	3	3	4	1	3	2	3	2	4	4	2	1	3	3	2	1	3	1	2	1	2	4	1	4	3	2	2	4	2	3	4	2	1	1	4	4	2	1	1	1	2	4	3	2	2	4	2	1	1	3	1	4	4	3	2	2	1	4	1	1	4	3	1	3	4	3	1	4	3	3	3	2	3	3	4	4	2	2	3	1	1	2	2	4
2	2	2	4	1	3	2	3	1	4	4	2	4	1	3	1	4	1	1	4	1	1	1	2	3	1	3	3	4	3	2	3	2	1	3	1	1	4	2	1	2	2	2	3	3	2	2	1	2	3	3	3	3	4	3	4	2	4	3	1	1	1	2	3	2	4	3	4	2	1	2	4	4	2	1	4	3	4	2	3	3	4	2	4	3	1	4	4	4	4	1	1	2	2	1	3	4	4	1	3	1	1	2	3	4	2	3	4	2	4	1	4	2	1	2	3	3	2	4	4	4	3	3	1	1	2	3	2	1	3	2	4	2	2	3	1	2	2	2	1	1	3	1	4	2	3	4	3	1	2	2	2	3	3	4	1	3	2	4	1	1	4	3	3	4	3	2	1	1	3	1	4	4	3	1	1	2	4	2	1	2	1	4	3	4	3	3	2	4	2	4	1	3	1	4	4	1	3	4	4	3	3	1	3	4	3	3	4	2	4	4	1	4	4	1	1	2	2	1	4	4	2	1	2	4	1	1	1	1	4	3	4	4	3	2	3	4	2	1	2	1	3	2	1	4	4	2	4	3	3	1	3	2	2	2	3	4	1	3	2	1	3	2	3	2	2	3	4	2	3	1	1	4	3	3	1	1	4	1	4	1	2	2	4	3	2	2	2	4	3	1	2	1	3	4	4	1	2	3	3
4	4	1	2	4	2	2	3	3	3	4	3	4	3	2	3	2	2	2	3	3	2	1	4	4	2	1	4	3	3	2	3	1	3	1	2	2	4	2	1	3	1	4	1	2	4	1	3	4	2	4	1	2	1	4	3	4	1	1	2	1	2	1	1	1	4	2	4	3	1	4	2	3	3	1	3	4	4	3	1	1	3	4	3	1	1	2	1	3	2	3	4	4	1	4	4	2	2	3	2	1	4	4	1	4	1	3	2	3	1	1	2	4	4	1	4	3	3	4	2	4	2	1	1	2	4	3	2	1	4	4	3	3	2	4	1	4	3	3	1	1	4	2	2	1	2	4	2	4	1	3	1	1	2	3	3	4	4	3	2	3	4	3	1	3	2	4	3	1	1	2	2	1	3	4	2	1	3	3	2	3	3	1	2	2	1	1	3	4	2	2	1	4	4	2	2	3	2	3	4	3	2	4	4	3	2	3	2	4	2	1	1	3	1	4	1	4	2	3	3	3	3	4	2	1	2	3	4	3	1	1	3	4	4	1	1	3	1	4	4	2	4	3	2	2	2	1	3	1	3	4	2	2	3	3	4	1	4	1	2	4	4	3	4	2	2	1	4	1	2	1	2	3	1	1	3	2	1	2	4	3	4	4	1	2	2	1	1	2	3	3	1	4	4	3	2	3	1	4	2
2	2	1	1	1	2	4	1	3	3	2	4	3	4	2	2	1	3	4	4	3	3	3	4	1	1	3	1	2	3	4	3	2	1	3	4	4	1	4	4	2	1	3	1	4	4	3	4	2	4	3	2	1	1	2	3	3	3	3	4	4	1	4	2	1	1	2	2	2	2	3	2	4	2	4	3	1	2	4	4	1	4	1	1	1	4	2	3	2	3	1	3	2	4	1	3	1	2	2	3	3	4	2	4	4	1	3	1	4	4	1	3	4	2	4	1	3	4	1	4	3	4	1	3	1	2	1	1	4	2	3	3	1	1	4	4	2	4	3	2	1	2	2	3	3	4	3	3	1	4	4	3	3	3	3	2	2	4	1	1	2	2	3	2	4	2	3	1	2	3	2	2	1	3	1	2	4	2	1	1	4	3	2	3	1	1	2	1	2	4	3	2	3	4	1	1	4	4	2	2	1	1	2	1	1	4	1	3	3	3	2	1	1	2	2	3	4	3	1	3	4	4	3	2	1	3	1	4	1	2	2	2	4	3	1	3	2	2	1	4	2	3	4	3	1	3	3	4	2	4	1	4	4	4	3	3	3	2	4	4	1	4	1	3	4	2	2	3	1	2	2	4	4	3	4	2	1	4	1	2	3	1	1	1	2	2	1	2	4	1	3	2	4	2	3	2	3	4	4	3
